,0,FRO_Precentral,FRO_Premotor,FRO_Prefrontal,PAR_Postcentral,PAR_Superior,PAR_Inferior,PAR_Precuneus,TEM_Superior,TEM_Inferior,TEM_Medial,TEM_Hippocampus,TEM_Amygdala,OCC_Lateral,OCC_Medial,INS_Anterior,INS_Posterior,OLF_Anterior,OLF_Piriform,OLF_Claustrum,CIN_Anterior,CIN_Posterior,BG_Caudate,BG_Putamen,BG_Accumbens,BG_Pallidum,BG_Substantia_Nigra,THL_Thalamus,THL_Hypothalamus,THL_Subthalamus,Cerebellum,Brainstem,SUM
CMnL:centromedian_thalamic_nucleus_lateral_part,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4852941176470588,1.0
CMnM:centromedian_thalamic_nucleus_medial_part,0.10891089108910891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37623762376237624,0.0,0.0,0.0,0.5148514851485149,1.0
Ipul:inferior_pulvinar,0.5465587044534413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04251012145748988,0.07489878542510121,0.018218623481781375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2793522267206478,1.0
IAM:interanteromedial_thalamic_nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
IMD:intermediodorsal_thalamic_nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
LDSF:lateral_dorsal_thalamic_nucleus_superficial_part,0.8035714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005952380952380952,0.0,0.0,0.0,0.0,0.19047619047619047,0.0,0.0,0.0,0.0,1.0
LGN:lateral_geniculate_nucleus,0.31896551724137934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004310344827586207,0.1910919540229885,0.1221264367816092,0.007183908045977011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02658045977011494,0.0,0.0,0.0,0.0,0.0028735632183908046,0.0,0.0,0.0,0.32686781609195403,1.0
Lpul:lateral_pulvinar,0.5878877400295421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005908419497784343,0.060561299852289516,0.004431314623338257,0.0155096011816839,0.0,0.033973412112259974,0.10561299852289513,0.0,0.0,0.0,0.0,0.0,0.0,0.07902511078286559,0.01846381093057607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04948301329394387,0.03914327917282127,1.0
MGD:medial_geniculate_nucleus_dorsal_part,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06349206349206349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
MGM:medial_geniculate_nucleus_medial_part,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,1.0
MGV:medial_geniculate_nucleus_ventral_part,0.32786885245901637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11475409836065574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04918032786885246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5081967213114754,1.0
MPul:medial_pulvinar,0.70703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,0.0,0.029947916666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.048177083333333336,0.07421875,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0625,0.0234375,1.0
MDC:mediodorsal_thalamic_nucleus_central_part,0.11720067453625632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5935919055649241,0.0,0.0,0.0,0.28920741989881954,1.0
MDD:mediodorsal_thalamic_nucleus_dorsal_part,0.5993690851735016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40063091482649843,0.0,0.0,0.0,0.0,1.0
MDL:mediodorsal_thalamic_nucleus_lateral_part,0.255079006772009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6117381489841986,0.0,0.0,0.0,0.13318284424379231,1.0
MDM:mediodorsal_thalamic_nucleus_medial_part,0.07240704500978473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7279843444227005,0.0,0.0,0.0,0.19960861056751467,0.9999999999999999
Pf:parafascicular_thalamic_nucleus,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.9242424242424242,1.0
PV:paraventricular_thalamic_nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PVT:paraventricular_thalamus,0.10632183908045977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.853448275862069,0.0,0.0,0.0,0.040229885057471264,1.0
Pul:pulvinar_nuclei,0.5518867924528302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06132075471698113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3867924528301887,0.0,1.0
R:reticular_thalamic_nucleus,0.4191220685508118,0.0,0.0,0.0,0.0012026458208057728,0.0,0.0,0.0,0.057125676488274206,0.06313890559230306,0.021046301864101023,0.0012026458208057728,0.0,0.035478051713770296,0.007817197835237523,0.0,0.025856885147324114,0.0,0.0,0.004209260372820205,0.0,0.0006013229104028864,0.0,0.01803968731208659,0.0,0.0,0.0,0.31028262176788934,0.0,0.0,0.0,0.03487672880336741,1.0
Re:reuniens_thalamic_nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5074626865671642,0.0,0.0,0.0,0.4925373134328358,1.0
SG:suprageniculate_thalamic_nucleus,0.47619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47619047619047616,0.9999999999999999
VAL(pal):ventral_anterior_thalamic_nucleus_lateral_part_pallidal_territory_of_thalamus,0.6871508379888268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3128491620111732,0.0,0.0,0.0,0.0,1.0
VAL(VO)+pal:ventral_anterior_thalamic_nucleus_lateral_part_ventralis_oralis_nucleus+pallidal_territory_of_thalamus,0.30372807017543857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010964912280701754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6567982456140351,0.0,0.0,0.0,0.03837719298245614,1.0
VAMC:ventral_anterior_thalamic_nucleus_magnocellular_part,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9795918367346939,0.0,0.0,0.0,0.02040816326530612,1.0
VAM:ventral_anterior_thalamic_nucleus_medial_part,0.06415929203539823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8860619469026548,0.0,0.0,0.0,0.049778761061946904,1.0
VLL:ventral_lateral_thalamic_nucleus_lateral_part,0.4018348623853211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001834862385321101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014678899082568808,0.0,0.0,0.0,0.023853211009174313,0.0,0.0,0.0,0.44587155963302755,0.0,0.0,0.0,0.11192660550458716,1.0
VLM:ventral_lateral_thalamic_nucleus_medial_part,0.46203110704483075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011893870082342177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007319304666056725,0.0,0.0,0.0036596523330283625,0.0,0.008234217749313814,0.0,0.0,0.0,0.0,0.0,0.4080512351326624,0.0,0.0,0.0,0.09881061299176579,1.0
VPL:ventral_posterolateral_thalamic_nucleus,0.3685168334849864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010009099181073703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00272975432211101,0.0,0.0,0.0009099181073703367,0.0,0.0,0.0,0.0,0.22383985441310283,0.0,0.0,0.0,0.3939945404913558,1.0
VPM:ventral_posteromedial_thalamic_nucleus,0.15311004784688995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3923444976076555,0.0,0.0,0.0,0.45454545454545453,1.0
Hy:hypothalamus,0.15887230514096184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013266998341625207,0.010945273631840797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013266998341625207,0.0,0.03150912106135987,0.0009950248756218905,0.042786069651741296,0.15854063018242123,0.0013266998341625207,0.0,0.5923714759535655,1.0
BST:bed_nucleus_of_the_stria_terminalis_central_division,0.2294736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13263157894736843,0.0,0.5810526315789474,0.056842105263157895,0.0,0.0,0.0,1.0
EGP:external_globus_pallidus,0.10402219140083217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006934812760055479,0.01144244105409154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024618585298196948,0.0,0.0,0.0,0.25312066574202496,0.0,0.11373092926490985,0.0,0.3040915395284327,0.042649098474341195,0.0,0.0,0.1393897364771151,1.0
IGP:internal_globus_pallidus,0.11181301326595072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006317119393556538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19267214150347442,0.0,0.1996209728363866,0.0,0.08275426405559065,0.0764371446620341,0.0,0.0,0.33607075173720785,1.0
VP:ventral_pallidum,0.039735099337748346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10816777041942605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037527593818984545,0.0,0.3200883002207506,0.0,0.0,0.4878587196467991,0.0,0.0,0.006622516556291391,1.0
AcbC:accumbens_nucleus_core,0.36044657097288674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0430622009569378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09888357256778309,0.0,0.15789473684210525,0.0,0.0,0.3397129186602871,0.0,0.0,0.0,1.0
AcbSh:accumbens_nucleus_shell,0.26161790017211706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18588640275387264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039586919104991396,0.0,0.20481927710843373,0.0,0.0,0.3080895008605852,0.0,0.0,0.0,1.0
Acb:accumbens_nucleus,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B:basal_nucleus_(Meynert),0.053268765133171914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12832929782082325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021791767554479417,0.2687651331719128,0.0,0.01937046004842615,0.0,0.0,0.2711864406779661,0.0,0.0,0.23728813559322035,0.9999999999999999
HDB:nucleus_of_the_horizontal_limb_of_the_diagonal_band,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.45,0.0,0.0,0.0,1.0
SI:substantia_innominata,0.5601659751037344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03734439834024896,0.0,0.0,0.0,0.0,0.0,0.0,0.13278008298755187,0.0,0.0,0.02074688796680498,0.1078838174273859,0.0,0.004149377593360996,0.0,0.0,0.08713692946058091,0.0,0.0,0.04979253112033195,1.0
Cd:caudate_nucleus,0.5956447094967019,0.0,0.0,0.00207825065510075,0.0009939459654829674,0.0,0.0029818378964489023,0.0,0.0014457395861570434,0.02927622661968013,0.021776452516490467,0.013192373723683022,0.007138339206650402,0.009397307310020782,0.006776904310111141,0.0,0.00036143489653926085,0.0,0.0,0.0,0.0,0.007228697930785217,0.14538718713291768,0.08529863558326556,0.002439685551640011,0.02114394144754676,0.0,0.03433631517122978,0.0009939459654829674,0.0,9.035872413481521e-05,0.012017710309930424,1.0
Tu:olfactory_tubercle,0.24615384615384617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27692307692307694,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,0.0,0.0,0.0,0.09230769230769231,0.0,0.0,0.0,0.0,0.2692307692307692,0.0,0.0,0.0,1.0
Pu:putamen,0.2884222010091368,0.0,0.0,0.0,0.009682258284467476,0.0,0.0,0.0,0.054616118914496116,0.009341333696986226,0.0008864039274512478,0.0029319514523387428,0.010159552706941225,0.0,0.0,0.04513841538251739,0.0595254329742261,0.0,0.0,0.03170598663575617,0.0,0.0,0.0034774307923087413,0.16937133506068458,0.003545615709804991,0.13016500750034093,0.0,0.14339288149461338,0.019500886403927453,0.001159143597436247,0.0,0.016978044456566206,1.0
AHi:amygdalohippocampal_area,0.297029702970297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25742574257425743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44554455445544555,1.0
AA:anterior_amygdaloid_area,0.422680412371134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015463917525773196,0.0,0.0,0.0,0.14948453608247422,0.0,0.0,0.0,0.0,0.0,0.0,0.11597938144329897,0.0,0.0,0.023195876288659795,0.1211340206185567,0.0,0.010309278350515464,0.0,0.0,0.06443298969072164,0.0,0.0,0.07731958762886598,1.0
BSTIA:bed_nucleus_of_the_stria_terminalis_intraamygdaloid_division,0.11475409836065574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3770491803278688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5081967213114754,1.0
CeL:central_amygdaloid_nucleus_lateral_division,0.11711711711711711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.34234234234234234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5315315315315315,1.0
Cem:central_amygdaloid_nucleus_medial_division,0.07462686567164178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05970149253731343,0.3656716417910448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
Se:septum,0.23833865814696487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10862619808306709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15399361022364216,0.0,0.0,0.18977635782747604,0.0,0.13610223642172525,0.1731629392971246,0.0,0.0,0.0,1.0
DEn:dorsal_endopiriform_nucleus,0.30985915492957744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15492957746478872,0.0,0.0,0.0,0.5352112676056338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
AHiMC:amygdalohippocampal_area_magnocellular_part,0.25886524822695034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4397163120567376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03900709219858156,0.0,0.0,0.0,0.1099290780141844,0.0,0.0,0.0,0.0,0.1524822695035461,1.0
AHiPC:amygdalohippocampal_area_parvicellular_part,0.3484848484848485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4090909090909091,1.0
APir:amygdalopiriform_transition_area,0.4222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,0.002777777777777778,0.16111111111111112,0.35555555555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.03888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,1.0
AO:anterior_olfactory_nucleus,0.46835443037974683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5189873417721519,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BL:basolateral_amygdaloid_nucleus,0.3236994219653179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11560693641618497,0.028901734104046242,0.0,0.10404624277456648,0.4277456647398844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BLD:basolateral_amygdaloid_nucleus_dorsal_part,0.5844155844155844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05194805194805195,0.03896103896103896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12987012987012986,1.0
BLI:basolateral_amygdaloid_nucleus_intermediate_part,0.4809688581314879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01730103806228374,0.0726643598615917,0.006920415224913495,0.3944636678200692,0.01730103806228374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010380622837370242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BLV:basolateral_amygdaloid_nucleus_ventral_part,0.45132743362831856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02654867256637168,0.11504424778761062,0.18584070796460178,0.19469026548672566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02654867256637168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BLVL:basolateral_amygdaloid_nucleus_ventrolateral_part,0.49295774647887325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.2535211267605634,0.23943661971830985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BLVM:basolateral_amygdaloid_nucleus_ventromedial_part,0.4704225352112676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0647887323943662,0.43661971830985913,0.0028169014084507044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005633802816901409,0.0,0.0,0.0,0.01971830985915493,0.0,0.0,0.0,0.0,0.0,1.0
BM:basomedial_amygdaloid_nucleus,0.4522691705790297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10954616588419405,0.025039123630672927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27543035993740217,0.04225352112676056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09546165884194054,1.0
La:lateral_amygdaloid_nucleus,0.2688588007736944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.1760154738878143,0.10058027079303675,0.31334622823984526,0.048355899419729204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019342359767891683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Me:medial_amygdaloid_nucleus,0.2048780487804878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32195121951219513,0.11707317073170732,0.0,0.0,0.0,0.0,0.004878048780487805,0.0,0.0,0.35121951219512193,1.0
