,0,FRO_Precentral,FRO_Premotor,FRO_Prefrontal,PAR_Postcentral,PAR_Superior,PAR_Inferior,PAR_Precuneus,TEM_Superior,TEM_Inferior,TEM_Medial,TEM_Hippocampus,TEM_Amygdala,OCC_Lateral,OCC_Medial,INS_Anterior,INS_Posterior,OLF_Anterior,OLF_Piriform,OLF_Claustrum,CIN_Anterior,CIN_Posterior,BG_Caudate,BG_Putamen,BG_Accumbens,BG_Pallidum,BG_Substantia_Nigra,THL_Thalamus,THL_Hypothalamus,THL_Subthalamus,Cerebellum,Brainstem,SUM
Ipul:inferior_pulvinar,0.5141700404858299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008097165991902834,0.15384615384615385,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06477732793522267,0.0,0.0,0.0,0.0,0.022267206477732792,0.0,0.0,0.0,0.21052631578947367,1.0
IAM:interanteromedial_thalamic_nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
IMD:intermediodorsal_thalamic_nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
LDSF:lateral_dorsal_thalamic_nucleus_superficial_part,0.6785714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.27976190476190477,0.0,0.0,0.0,0.0,1.0
LGN:lateral_geniculate_nucleus,0.41810344827586204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10560344827586207,0.12931034482758622,0.014367816091954023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04525862068965517,0.0007183908045977011,0.0,0.0,0.0,0.05603448275862069,0.0,0.0,0.0,0.23060344827586207,1.0
Lpul:lateral_pulvinar,0.7001477104874446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014771048744460858,0.01846381093057607,0.03840472673559823,0.04948301329394387,0.0,0.0014771048744460858,0.051698670605613,0.0,0.0,0.0,0.0,0.0,0.0,0.02880354505169867,0.04431314623338257,0.0,0.0,0.0,0.0,0.0206794682422452,0.0,0.0,0.0051698670605613,0.03988183161004431,1.0
MGD:medial_geniculate_nucleus_dorsal_part,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.5,1.0
MGM:medial_geniculate_nucleus_medial_part,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,1.0
MGV:medial_geniculate_nucleus_ventral_part,0.32786885245901637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11475409836065574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.03278688524590164,0.0,0.0,0.0,0.5081967213114754,1.0
MPul:medial_pulvinar,0.640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07421875,0.0,0.0,0.028645833333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.078125,0.055989583333333336,0.0,0.0,0.0,0.0,0.057291666666666664,0.0,0.0,0.0,0.06510416666666667,1.0
MDC:mediodorsal_thalamic_nucleus_central_part,0.10286677908937605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6155143338954469,0.0,0.0,0.0,0.28161888701517707,1.0
MDD:mediodorsal_thalamic_nucleus_dorsal_part,0.5331230283911672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4668769716088328,0.0,0.0,0.0,0.0,1.0
MDL:mediodorsal_thalamic_nucleus_lateral_part,0.24604966139954854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.654627539503386,0.0,0.0,0.0,0.09932279909706546,1.0
MDM:mediodorsal_thalamic_nucleus_medial_part,0.07632093933463796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7181996086105675,0.0,0.0,0.0,0.2054794520547945,1.0
Pf:parafascicular_thalamic_nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.9848484848484849,1.0
PV:paraventricular_thalamic_nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PVT:paraventricular_thalamus,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8735632183908046,0.0,0.0,0.0,0.022988505747126436,1.0
Pul:pulvinar_nuclei,0.5330188679245284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12735849056603774,0.0,0.0,0.20754716981132076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1320754716981132,0.0,1.0
R:reticular_thalamic_nucleus,0.38063740228502707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028863499699338546,0.07456404088995791,0.01503307276007216,0.009019843656043296,0.0,0.019242333132892364,0.0,0.0,0.006013229104028864,0.0,0.0,0.007817197835237523,0.0,0.0,0.0,0.019242333132892364,0.0,0.0,0.0,0.4185207456404089,0.0,0.0,0.0,0.021046301864101023,1.0
Re:reuniens_thalamic_nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40298507462686567,0.029850746268656716,0.0,0.0,0.5671641791044776,1.0
SG:suprageniculate_thalamic_nucleus,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.47619047619047616,0.9999999999999999
VAL(pal):ventral_anterior_thalamic_nucleus_lateral_part_pallidal_territory_of_thalamus,0.4134078212290503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5865921787709497,0.0,0.0,0.0,0.0,1.0
VAL(VO)+pal:ventral_anterior_thalamic_nucleus_lateral_part_ventralis_oralis_nucleus+pallidal_territory_of_thalamus,0.17763157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7960526315789473,0.0,0.0,0.0,0.02631578947368421,0.9999999999999999
VAMC:ventral_anterior_thalamic_nucleus_magnocellular_part,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9489795918367347,0.0,0.0,0.0,0.030612244897959183,1.0
VAM:ventral_anterior_thalamic_nucleus_medial_part,0.12831858407079647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.834070796460177,0.00331858407079646,0.0,0.0,0.034292035398230086,1.0
VLL:ventral_lateral_thalamic_nucleus_lateral_part,0.3339449541284404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001834862385321101,0.0,0.0,0.0,0.003669724770642202,0.0,0.0,0.0,0.6036697247706422,0.0,0.0,0.0,0.05688073394495413,1.0
VLM:ventral_lateral_thalamic_nucleus_medial_part,0.3586459286367795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009149130832570906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036596523330283625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6038426349496798,0.0,0.0,0.0,0.03293687099725526,1.0
VPL:ventral_posterolateral_thalamic_nucleus,0.28116469517743403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39308462238398545,0.0,0.0,0.0,0.3257506824385805,1.0
VPM:ventral_posteromedial_thalamic_nucleus,0.08133971291866028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44019138755980863,0.0,0.0,0.0,0.4784688995215311,1.0
Hy:hypothalamus,0.1638474295190713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007296849087893864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003316749585406302,0.0,0.0,0.05140961857379768,0.003648424543946932,0.03880597014925373,0.24311774461028193,0.0,0.0,0.49154228855721394,1.0
BST:bed_nucleus_of_the_stria_terminalis_central_division,0.3473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13473684210526315,0.0,0.45052631578947366,0.06736842105263158,0.0,0.0,0.0,1.0
EGP:external_globus_pallidus,0.16054091539528434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0079750346740638,0.0,0.0,0.0,0.2805131761442441,0.0,0.1608876560332871,0.0,0.27045769764216365,0.030513176144244106,0.005547850208044383,0.0,0.08356449375866852,1.0
IGP:internal_globus_pallidus,0.10360075805432722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003158559696778269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1351863550221099,0.0,0.25773847125710675,0.0,0.09096651926721415,0.13644977890082122,0.0,0.0,0.27289955780164243,1.0
VP:ventral_pallidum,0.04194260485651214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11258278145695365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006622516556291391,0.0,0.33995584988962474,0.0,0.0,0.47019867549668876,0.0,0.0,0.02869757174392936,1.0
AcbC:accumbens_nucleus_core,0.4704944178628389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05422647527910686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11961722488038277,0.003189792663476874,0.14513556618819776,0.0,0.0,0.20733652312599682,0.0,0.0,0.0,1.0
AcbSh:accumbens_nucleus_shell,0.387263339070568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16351118760757316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05679862306368331,0.03442340791738382,0.153184165232358,0.0,0.0,0.20481927710843373,0.0,0.0,0.0,1.0
Acb:accumbens_nucleus,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B:basal_nucleus_(Meynert),0.09685230024213075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19854721549636803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004842615012106538,0.22518159806295399,0.0,0.007263922518159807,0.0,0.0,0.21307506053268765,0.0,0.0,0.2542372881355932,1.0
HDB:nucleus_of_the_horizontal_limb_of_the_diagonal_band,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.55,0.0,0.0,0.0,1.0
SI:substantia_innominata,0.6224066390041494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14937759336099585,0.0,0.0,0.0,0.0,0.0,0.0,0.13692946058091288,0.0,0.0,0.008298755186721992,0.029045643153526972,0.0,0.004149377593360996,0.0,0.0,0.03319502074688797,0.0,0.0,0.016597510373443983,1.0
Cd:caudate_nucleus,0.5622119815668203,0.0,0.0,0.004517936206740761,0.0,0.0,0.0009035872413481522,0.0,0.001626457034426674,0.0196078431372549,0.010481611999638565,0.021595735068220837,0.005060088551549652,0.006957621758380772,0.009126231137616337,0.0,0.0,0.0,0.0,0.0,0.0,0.0015360983102918587,0.2406252823710129,0.059184964308303965,0.005782958344628174,0.013011656275413392,0.0,0.032709858136803105,9.035872413481521e-05,0.0,0.0,0.004969729827414837,1.0
Tu:olfactory_tubercle,0.4153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25384615384615383,0.0,0.0,0.0,0.0,0.0,0.03076923076923077,0.06153846153846154,0.0,0.0,0.0,0.2076923076923077,0.0,0.0,0.0,0.0,0.03076923076923077,0.0,0.0,0.0,1.0
Pu:putamen,0.2862402836492568,0.0,0.0,0.0,0.0014318832674212465,0.0,0.0,0.0,0.027410336833492432,0.009750443201963726,0.0,0.000818219009954998,0.015341606436656212,0.0,0.0,0.03102413746079367,0.05597981726442111,0.0,6.818491749624983e-05,0.03463793808809491,0.0,0.0,0.003613800627301241,0.2543979271785081,0.005932087822173735,0.15068866766671213,0.0,0.10752761489158598,0.009204963861993726,6.818491749624983e-05,0.0,0.0058639029046774855,1.0
AHi:amygdalohippocampal_area,0.26732673267326734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2376237623762376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019801980198019802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4752475247524752,1.0
AA:anterior_amygdaloid_area,0.32216494845360827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.2963917525773196,0.0,0.0,0.0,0.0,0.0,0.0,0.17010309278350516,0.0,0.0,0.041237113402061855,0.05670103092783505,0.0,0.0,0.0,0.0,0.030927835051546393,0.0,0.0,0.07731958762886598,1.0
BSTIA:bed_nucleus_of_the_stria_terminalis_intraamygdaloid_division,0.11475409836065574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3770491803278688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5081967213114754,1.0
CeL:central_amygdaloid_nucleus_lateral_division,0.2072072072072072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.4144144144144144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36936936936936937,1.0
Cem:central_amygdaloid_nucleus_medial_division,0.17164179104477612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007462686567164179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05970149253731343,0.35074626865671643,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.39552238805970147,0.9999999999999999
Se:septum,0.28945686900958467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14249201277955273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1853035143769968,0.0,0.0,0.1182108626198083,0.0,0.0670926517571885,0.197444089456869,0.0,0.0,0.0,1.0
DEn:dorsal_endopiriform_nucleus,0.323943661971831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056338028169014086,0.0,0.0,0.0,0.5352112676056338,0.0,0.0,0.0,0.0,0.0,0.0,0.08450704225352113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AHiMC:amygdalohippocampal_area_magnocellular_part,0.3900709219858156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.450354609929078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04609929078014184,0.0,0.0,0.0,0.04964539007092199,0.0,0.0,0.0,0.0,0.06382978723404255,1.0
AHiPC:amygdalohippocampal_area_parvicellular_part,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.07575757575757576,0.0,0.0,0.0,0.0,0.3787878787878788,1.0
APir:amygdalopiriform_transition_area,0.3055555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030555555555555555,0.13333333333333333,0.4222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.03888888888888889,0.0,0.0,0.0,0.0,0.002777777777777778,1.0
AO:anterior_olfactory_nucleus,0.31645569620253167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5063291139240507,0.11392405063291139,0.06329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BL:basolateral_amygdaloid_nucleus,0.3179190751445087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046242774566473986,0.005780346820809248,0.0,0.0,0.6069364161849711,0.0,0.0,0.0,0.0,0.0,0.0,0.023121387283236993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BLD:basolateral_amygdaloid_nucleus_dorsal_part,0.3051948051948052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16233766233766234,0.2597402597402597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12987012987012986,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006493506493506494,1.0
BLI:basolateral_amygdaloid_nucleus_intermediate_part,0.2664359861591695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034602076124567475,0.02768166089965398,0.01384083044982699,0.5121107266435986,0.08650519031141868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08996539792387544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BLV:basolateral_amygdaloid_nucleus_ventral_part,0.21238938053097345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09734513274336283,0.168141592920354,0.5221238938053098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BLVL:basolateral_amygdaloid_nucleus_ventrolateral_part,0.3380281690140845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18309859154929578,0.4788732394366197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BLVM:basolateral_amygdaloid_nucleus_ventromedial_part,0.2704225352112676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11549295774647887,0.5098591549295775,0.09859154929577464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005633802816901409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
BM:basomedial_amygdaloid_nucleus,0.3145539906103286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13771517996870108,0.20031298904538342,0.0,0.0,0.0,0.0,0.0,0.0,0.001564945226917058,0.0,0.0,0.2942097026604069,0.018779342723004695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03286384976525822,1.0
La:lateral_amygdaloid_nucleus,0.33268858800773693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05609284332688588,0.09477756286266925,0.013539651837524178,0.42359767891682787,0.07156673114119923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007736943907156673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002
Me:medial_amygdaloid_nucleus,0.18536585365853658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37073170731707317,0.0975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32195121951219513,1.0
