,0,FRO_Precentral,FRO_Premotor,FRO_Prefrontal,PAR_Postcentral,PAR_Superior,PAR_Inferior,PAR_Precuneus,TEM_Superior,TEM_Inferior,TEM_Medial,TEM_Hippocampus,TEM_Amygdala,OCC_Lateral,OCC_Medial,INS_Anterior,INS_Posterior,OLF_Anterior,OLF_Piriform,OLF_Claustrum,CIN_Anterior,CIN_Posterior,BG_Caudate,BG_Putamen,BG_Accumbens,BG_Pallidum,BG_Substantia_Nigra,THL_Thalamus,THL_Hypothalamus,THL_Subthalamus,Cerebellum,Brainstem,SUM
Tu:olfactory_tubercle,0.3384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.046153846153846156,0.03076923076923077,0.0,0.0,0.0,0.3230769230769231,0.13076923076923078,0.046153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
Pu:putamen,0.27048956770762306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009614073366971227,0.007773080594572481,0.0,6.818491749624983e-05,0.01595527069412246,0.0,0.0,0.014523387426701213,0.037774444292922406,0.0,0.00013636983499249966,0.03429701350061366,0.0,0.0,0.00409109504977499,0.387290331378699,0.007091231419609982,0.13227873994272468,0.0,0.07466248465839356,0.002454657029864994,0.0,0.0,0.0015000681849174963,1.0
AHi:amygdalohippocampal_area,0.19801980198019803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3564356435643564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43564356435643564,1.0
AA:anterior_amygdaloid_area,0.2422680412371134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46649484536082475,0.0,0.0,0.0,0.0,0.0,0.0,0.1958762886597938,0.0,0.0,0.015463917525773196,0.020618556701030927,0.0,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.05412371134020619,1.0
BSTIA:bed_nucleus_of_the_stria_terminalis_intraamygdaloid_division,0.22950819672131148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04918032786885246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3114754098360656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4098360655737705,1.0
CeL:central_amygdaloid_nucleus_lateral_division,0.4774774774774775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.4144144144144144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07207207207207207,1.0
Cem:central_amygdaloid_nucleus_medial_division,0.31343283582089554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029850746268656716,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17164179104477612,0.2462686567164179,0.0,0.029850746268656716,0.0,0.0,0.0,0.0,0.0,0.19402985074626866,1.0
Se:septum,0.3916932907348243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14057507987220447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18466453674121405,0.0,0.0025559105431309905,0.05175718849840256,0.0,0.01853035143769968,0.21022364217252396,0.0,0.0,0.0,1.0
DEn:dorsal_endopiriform_nucleus,0.2112676056338028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4788732394366197,0.0,0.0,0.0,0.0,0.0,0.0,0.30985915492957744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AHiMC:amygdalohippocampal_area_magnocellular_part,0.4929078014184397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035460992907801418,0.43617021276595747,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014184397163120567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,1.0
AHiPC:amygdalohippocampal_area_parvicellular_part,0.42424242424242425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15151515151515152,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07575757575757576,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.2727272727272727,1.0
APir:amygdalopiriform_transition_area,0.21944444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.09166666666666666,0.5388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.019444444444444445,0.0,0.0,0.0,0.0,0.0,1.0
AO:anterior_olfactory_nucleus,0.10126582278481013,0.0,0.0,0.10126582278481013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1518987341772152,0.012658227848101266,0.0,0.0,0.0,0.25316455696202533,0.3670886075949367,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BL:basolateral_amygdaloid_nucleus,0.1676300578034682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7687861271676301,0.0,0.0,0.0,0.0,0.0,0.0,0.057803468208092484,0.0,0.0,0.005780346820809248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BLD:basolateral_amygdaloid_nucleus_dorsal_part,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11688311688311688,0.33766233766233766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33116883116883117,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BLI:basolateral_amygdaloid_nucleus_intermediate_part,0.11072664359861592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43944636678200694,0.28027681660899656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1695501730103806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BLV:basolateral_amygdaloid_nucleus_ventral_part,0.04424778761061947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035398230088495575,0.0,0.9203539823008849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BLVL:basolateral_amygdaloid_nucleus_ventrolateral_part,0.2535211267605634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.676056338028169,0.056338028169014086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BLVM:basolateral_amygdaloid_nucleus_ventromedial_part,0.09295774647887324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10704225352112676,0.5830985915492958,0.21690140845070421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BM:basomedial_amygdaloid_nucleus,0.07981220657276995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20657276995305165,0.5007824726134585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20657276995305165,0.003129890453834116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003129890453834116,1.0
La:lateral_amygdaloid_nucleus,0.34235976789168276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019342359767891684,0.03288201160541586,0.0,0.4197292069632495,0.15473887814313347,0.0,0.0,0.0,0.0,0.0,0.0,0.0038684719535783366,0.0,0.0,0.027079303675048357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Me:medial_amygdaloid_nucleus,0.2975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00975609756097561,0.22439024390243903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2097560975609756,0.05853658536585366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0
