,0,FRO_Precentral,FRO_Premotor,FRO_Prefrontal,PAR,TEM_Superior,TEM_Inferior,TEM_Medial,TEM_Hippocampus,TEM_Amygdala,OCC_Lateral,OCC_Medial,INS_Anterior,INS_Posterior,OLF_Anterior,OLF_Piriform,OLF_Claustrum,CIN_Anterior,CIN_Posterior,BG_CaudoPutamen,BG_Accumbens,BG_Pallidum,BG_Substantia_Nigra,THL_Thalamus,THL_Hypothalamus,THL_Subthalamus,CBL,SUM
Isocortex_Primary_motor_area_Layer_1,0.42647646980402615,0.36061858418877485,0.06639114784695374,0.0,0.12611651779762698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003999466737768298,0.0037328356219170776,0.0,0.0,0.0,0.0,0.01626449806692441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_motor_area_Layer_2_3,0.14485124032862726,0.48364840073382787,0.07238573821488395,0.0,0.2793730557549653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027917364600781687,0.0024327989152109755,0.0,0.0,0.0,0.00011964584828906437,0.01615218951902369,0.0007577570391640743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_motor_area_Layer_5,0.026777260159830323,0.5071772147104495,0.07658220656743552,0.0,0.2734158997083665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7874483960156045e-05,0.009241374086278075,0.0,0.0,0.0,0.027724122258834222,0.030716206491686552,0.04832784153315911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_motor_area_Layer_6a,0.1945351577032781,0.2380224050266628,0.017403166466867844,0.0,0.3141250878425861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004753834070522095,0.0,0.0,0.0,0.04819974370633707,0.03943615394154851,0.1435244512421975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_motor_area_Layer_6b,0.19695044472681067,0.14675984752223634,0.0,0.0,0.3411689961880559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005717916137229987,0.0,0.0,0.0,0.03430749682337993,0.03939008894536213,0.23570520965692504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Secondary_motor_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_Secondary_motor_area_layer_1,0.32129994136862383,0.06901750565373985,0.5657927799648211,0.009213501968339057,0.010888684144400704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004187955440154116,0.0,0.0,0.0,0.0,0.007454560683474328,0.012145070776446939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
Isocortex_Secondary_motor_area_layer_2_3,0.07856378160256938,0.20616816272749733,0.6452277032034918,0.00885283702544676,0.014699827060858107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021411512805731697,0.0,0.0,0.0,0.0,0.030676109692827143,0.013670427406736392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Secondary_motor_area_layer_5,0.0012191742865059574,0.23776669437517317,0.5183707398171239,0.007315045719035744,0.024217234691050152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010252147409254642,0.0,0.0,0.0,0.0,0.18764200609587142,0.022416181767802714,2.770850651149903e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Secondary_motor_area_layer_6a,0.10304234826479132,0.32461906945930796,0.1879427202772257,0.021607297558986903,0.05860469856800693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2498598583295113,0.03959639198899251,0.014727615553177394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Secondary_motor_area_layer_6b,0.17709923664122137,0.3786259541984733,0.03206106870229008,0.007633587786259542,0.0732824427480916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2366412213740458,0.04732824427480916,0.04732824427480916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_SS:Somatosensory_areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SS1:Somatosensory_areas_layer_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SS2_3:Somatosensory_areas_layer_2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SS4:Somatosensory_areas_layer_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SS5:Somatosensory_areas_layer_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SS6a:Somatosensory_areas_layer_6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SS6b:Somatosensory_areas_layer_6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SSp:Primary_somatosensory_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SSp1:Primary_somatosensory_area_layer_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SSp2_3:Primary_somatosensory_area_layer_2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SSp4:Primary_somatosensory_area_layer_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SSp5:Primary_somatosensory_area_layer_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SSp6a:Primary_somatosensory_area_layer_6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SSp6b:Primary_somatosensory_area_layer_6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_Primary_somatosensory_area_nose,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_Primary_somatosensory_area_nose_layer_1,0.5298013245033113,0.0,0.0,0.0,0.47019867549668876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_nose_layer_2_3,0.5185355744876813,0.0,0.0,0.0,0.48146442551231866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_nose_layer_4,0.37536203900366866,0.0,0.0,0.0,0.6246379609963313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_nose_layer_5,0.222020202020202,0.0,0.0,0.0,0.7713131313131313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_nose_layer_6a,0.25229978354978355,0.0,0.0,0.0,0.514745670995671,0.0,0.0,0.0,0.02408008658008658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20887445887445888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_nose_layer_6b,0.20161290322580644,0.0,0.0,0.0,0.5060483870967742,0.0,0.0,0.0,0.056451612903225805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23588709677419356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_barrel_field,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_Primary_somatosensory_area_barrel_field_layer_1,0.507991098523164,0.0,0.0,0.0,0.2605705037426664,0.0,0.0,0.0,0.0,0.0,0.08051790410681772,0.1509204936273518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_barrel_field_layer_2_3,0.48666859177976707,0.0,0.0,0.0,0.2851092501684474,0.0,0.0,0.0,0.0,0.0,0.07026662816440465,0.15795552988738087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_barrel_field_layer_4,0.3981880157875852,0.0,0.0,0.0,0.41980624327233584,0.0,0.0,0.0,0.0,0.0,0.04081449587369932,0.14119124506637962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_barrel_field_layer_5,0.29285907736751826,0.0,0.0,0.0,0.5088922993590322,0.014173512683939694,0.0,0.0,0.16583912611717974,0.0,0.0018055430170623814,0.01643044145526767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_barrel_field_layer_6a,0.024091108190976786,0.0,0.0,0.0,0.47823039859833555,0.026193604905825667,0.0,0.0,0.46999561979851073,0.0,0.0014892685063512922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_barrel_field_layer_6b,0.0015661707126076742,0.0,0.0,0.0,0.4447924823805795,0.05324980422866092,0.0,0.0,0.49569303054032887,0.0,0.004698512137823023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_VISrll:Rostrolateral_lateral_visual_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_VISrll1:Rostrolateral_lateral_visual_area_layer_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_VISrll2_3:Rostrolateral_lateral_visual_area_layer_2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_VISrll4:Rostrolateral_lateral_visual_area_layer_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_VISrll5:Rostrolateral_lateral_visual_arealayer_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_VISrll6a:Rostrolateral_lateral_visual_area_layer_6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_VISrll6b:Rostrolateral_lateral_visual_area_layer_6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_Primary_somatosensory_area_lower_limb,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_Primary_somatosensory_area_lower_limb_layer_1,0.4726336123631681,0.0540888602704443,0.0,0.0,0.27945911139729557,0.0,0.0,0.0,0.0,0.0,0.0,0.026400515132002575,0.0,0.0,0.0,0.0,0.0,0.0,0.16741790083708952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_lower_limb_layer_2_3,0.09463562753036438,0.07413967611336032,0.0010121457489878543,0.0,0.5969129554655871,0.0,0.0,0.0,0.0,0.0,0.0,0.01847165991902834,0.0,0.0,0.0,0.0,0.0,0.0,0.21482793522267207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_lower_limb_layer_4,0.0,0.08931259407927747,0.007526342197691922,0.0,0.6703462117410939,0.0,0.0,0.0,0.0,0.0,0.0,0.009533366783743101,0.0,0.0,0.0,0.0,0.0,0.0,0.22328148519819369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_lower_limb_layer_5,0.058672276764843385,0.0913978494623656,0.014025245441795231,0.0,0.6056568489948574,0.0,0.0,0.0,0.0,0.0,0.0,0.004441327723235157,0.0,0.0,0.0,0.0,0.0,0.0002337540906965872,0.22557269752220663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_lower_limb_layer_6a,0.33762584874736595,0.009365488176071178,0.0,0.0,0.46897682041676425,0.0,0.0,0.0,0.12268789510653243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06134394755326621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_lower_limb_layer_6b,0.19518072289156627,0.0,0.0,0.0,0.46987951807228917,0.0,0.0,0.0,0.3180722891566265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016867469879518072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_Primary_somatosensory_area_mouth_layer_1,0.49762819064829455,0.0,0.0,0.0,0.5023718093517054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_mouth_layer_2_3,0.49697542533081285,0.0,0.0,0.0,0.5017013232514178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013232514177693763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_mouth_layer_4,0.3050714192111126,0.0,0.0,0.0,0.675796094876163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019132485912724415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_mouth_layer_5,0.13564309444708117,0.0,0.0,0.0,0.7047935453251067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15956336022781206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_mouth_layer_6a,0.06934511288739308,0.0,0.0,0.0,0.5343570326742393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3962978544383677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_mouth_layer_6b,0.0009514747859181732,0.0,0.0,0.0,0.49096098953377737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5080875356803045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_upper_limb,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_Primary_somatosensory_area_upper_limb_layer_1,0.4819659135949267,0.004359889021006738,0.0,0.0,0.48434403487911215,0.0,0.0,0.0,0.0,0.0,0.0,0.02933016250495442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_upper_limb_layer_2_3,0.1810344827586207,0.007259528130671506,0.0,0.0,0.7846339987900787,0.0,0.0,0.0,0.0,0.0,0.0,0.02707199032062916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_upper_limb_layer_4,0.0,0.010356731875719217,0.0,0.0,0.9710011507479862,0.0,0.0,0.0,0.0,0.0,0.0,0.018642117376294592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_upper_limb_layer_5,0.06510926902788244,0.0319517709118312,0.0,0.0,0.8878673700075358,0.0,0.0,0.0,0.00015071590052750564,0.0,0.0,0.014619442351168048,0.0,0.0,0.0,0.0,0.0,0.0,0.0003014318010550113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_upper_limb_layer_6a,0.2934212132308068,0.005248382765775662,0.0,0.0,0.5365555962406933,0.0,0.0,0.0,0.14683266202856096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01794214573416331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_upper_limb_layer_6b,0.1941747572815534,0.0,0.0,0.0,0.5048543689320388,0.0,0.0,0.0,0.24919093851132687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05177993527508091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_trunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_Primary_somatosensory_area_trunk_layer_1,0.48881789137380194,0.0,0.0,0.0,0.009584664536741214,0.0,0.0,0.0,0.0,0.0,0.0,0.2321618743343983,0.0,0.0,0.0,0.0,0.0,0.0,0.26943556975505856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_trunk_layer_2_3,0.2754085292945397,0.0,0.0,0.0,0.1570346751693902,0.0,0.0,0.0,0.0,0.0,0.0027899561578318055,0.2080510163411718,0.0,0.0,0.0,0.0,0.0,0.0,0.35671582303706656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
Isocortex_Primary_somatosensory_area_trunk_layer_4,0.002688172043010753,0.0,0.0,0.0,0.4229390681003584,0.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.246415770609319,0.0,0.0,0.0,0.0,0.0,0.0,0.31989247311827956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_trunk_layer_5,0.0723583460949464,0.0,0.0,0.0,0.39586523736600304,0.0,0.0,0.0,0.00038284839203675346,0.0,0.00880551301684533,0.15773353751914243,0.0,0.0,0.0,0.0,0.0,0.0,0.36485451761102605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_trunk_layer_6a,0.26908702616123864,0.0,0.0,0.0,0.392952482648158,0.0,0.0,0.0,0.057127602776294716,0.0,0.009610250934329953,0.0811532301121196,0.0,0.0,0.0,0.0,0.0,0.0,0.19006940736785904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_trunk_layer_6b,0.26953125,0.0,0.0,0.0,0.37890625,0.0,0.0,0.0,0.11328125,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.14453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_Primary_somatosensory_area_unassigned_layer_1,0.535675082327113,0.0,0.0,0.0,0.40504939626783754,0.0,0.0,0.0,0.0,0.0,0.0,0.059275521405049394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_unassigned_layer_2_3,0.30405405405405406,0.0,0.0,0.0,0.6168521462639109,0.0,0.0,0.0,0.0,0.0,0.0,0.07909379968203498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_unassigned_layer_4,0.0,0.0,0.0,0.0,0.9369688385269122,0.0,0.0,0.0,0.0,0.0,0.0,0.06303116147308782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_unassigned_layer_5,0.1463632307005801,0.0,0.0,0.0,0.8264167782240072,0.0,0.0,0.0,0.011155734047300312,0.0,0.0,0.01606425702811245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_unassigned_layer_6a,0.2210727969348659,0.0,0.0,0.0,0.510727969348659,0.0,0.0,0.0,0.2674329501915709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007662835249042146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_unassigned_layer_6b,0.09649122807017543,0.0,0.0,0.0,0.5043859649122807,0.0,0.0,0.0,0.39473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043859649122807015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Supplemental_somatosensory_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_Supplemental_somatosensory_area_layer_1,0.5144344533838144,0.0,0.0,0.0,0.30004732607666823,0.11847294525950465,0.0,0.0,0.0,0.0,0.04985013409055056,0.003786086133459536,0.0,0.013409055056002523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
Isocortex_Supplemental_somatosensory_area_layer_2_3,0.5927703382614753,0.0,0.0,0.0,0.2798978249090487,0.07159996903785122,0.0,0.0,0.0,0.0,0.04280517067884511,0.0036380524808421705,0.0,0.0077405371932812135,0.0,0.0,0.0,0.0,0.0,0.0015481074386562428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
Isocortex_Supplemental_somatosensory_area_layer_4,0.7906302286670385,0.0,0.0,0.0,0.11723368655883994,0.0011154489682097045,0.0,0.0,0.0032348020078081428,0.0,0.01260457334076966,0.005911879531511433,0.0,0.00011154489682097045,0.0,0.0,0.0,0.0,0.0,0.06915783602900168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Supplemental_somatosensory_area_layer_5,0.405759307551462,0.0,0.0,0.0,0.16911723908339343,0.05320978749375797,0.0,0.0,0.11707262941796594,0.0,0.0,5.548465849192698e-05,0.0,0.0022193863396770793,0.0,0.0,0.0,0.0,0.0,0.2525661654552516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Supplemental_somatosensory_area_layer_6a,0.07873742629205689,0.0,0.0,0.0,0.39484333448953635,0.08417158052954099,0.0,0.0,0.16036536015724362,0.0,0.0,0.0,0.0,0.016071222106601918,0.0,0.0,0.0,0.0,0.0,0.2658110764250202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Supplemental_somatosensory_area_layer_6b,0.14039125431530494,0.0,0.0,0.0,0.35270425776754893,0.12428078250863062,0.0,0.0,0.19332566168009205,0.0,0.0,0.0,0.0,0.021288837744533946,0.0,0.0,0.0,0.0,0.0,0.16800920598388952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Gustatory_areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_Gustatory_areas_layer_1,0.5238095238095238,0.0,0.0,0.0,0.15873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19658119658119658,0.0,0.0,0.0,0.0,0.0,0.12087912087912088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Gustatory_areas_layer_2_3,0.6211055276381909,0.0,0.0,0.0,0.05829145728643216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02763819095477387,0.0,0.0,0.0,0.0,0.0,0.29296482412060304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Gustatory_areas_layer_4,0.5181236673773987,0.0,0.0,0.0,0.0021321961620469083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47974413646055436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Gustatory_areas_layer_5,0.25152797367183827,0.0,0.0,0.0,0.07287259050305595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18829337094499296,0.0,0.0,0.0,0.0,0.0,0.48730606488011285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Gustatory_areas_layer_6a,0.0,0.0,0.0,0.0,0.08835130160399685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41335787536155666,0.0,0.0,0.0,0.0,0.0,0.4982908230344465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
