,0,FRO_Precentral,FRO_Premotor,FRO_Prefrontal,PAR,TEM_Superior,TEM_Inferior,TEM_Medial,TEM_Hippocampus,TEM_Amygdala,OCC_Lateral,OCC_Medial,INS_Anterior,INS_Posterior,OLF_Anterior,OLF_Piriform,OLF_Claustrum,CIN_Anterior,CIN_Posterior,BG_CaudoPutamen,BG_Accumbens,BG_Pallidum,BG_Substantia_Nigra,THL_Thalamus,THL_Hypothalamus,THL_Subthalamus,CBL,SUM
GU2_3:Gustatory_areas_layer_2_3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GU4:Gustatory_areas_layer_4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GU5:Gustatory_areas_layer_5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GU6a:Gustatory_areas_layer_6a,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GU6b:Gustatory_areas_layer_6b,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISC:Visceral_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
VISC1:Visceral_area_layer_1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISC2_3:Visceral_area_layer_2_3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISC4:Visceral_area_layer_4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISC5:Visceral_area_layer_5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISC6a:Visceral_area_layer_6a,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISC6b:Visceral_area_layer_6b,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUD:Auditory_areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
AUDd:Dorsal_auditory_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
AUDd1:Dorsal_auditory_area_layer_1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUDd2_3:Dorsal_auditory_area_layer_2_3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUDd4:Dorsal_auditory_area_layer_4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUDd5:Dorsal_auditory_area_layer_5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUDd6a:Dorsal_auditory_area_layer_6a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUDd6b:Dorsal_auditory_area_layer_6b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISlla:Laterolateral_anterior_visual_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
VISlla1:Laterolateral_anterior_visual_area_layer_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
VISlla2_3:Laterolateral_anterior_visual_area_layer_2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
VISlla4:Laterolateral_anterior_visual_area_layer_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
VISlla5:Laterolateral_anterior_visual_arealayer_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
VISlla6a:Laterolateral_anterior_visual_area_layer_6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
VISlla6b:Laterolateral_anterior_visual_area_layer_6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
AUDp:Primary_auditory_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
AUDp1:Primary_auditory_area_layer_1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUDp2_3:Primary_auditory_area_layer_2_3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUDp4:Primary_auditory_area_layer_4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUDp5:Primary_auditory_area_layer_5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUDp6a:Primary_auditory_area_layer_6a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUDp6b:Primary_auditory_area_layer_6b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUDpo:Posterior_auditory_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
AUDpo1:Posterior_auditory_area_layer_1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUDpo2_3:Posterior_auditory_area_layer_2_3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUDpo4:Posterior_auditory_area_layer_4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUDpo5:Posterior_auditory_area_layer_5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUDpo6a:Posterior_auditory_area_layer_6a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUDpo6b:Posterior_auditory_area_layer_6b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUDv:Ventral_auditory_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
AUDv1:Ventral_auditory_area_layer_1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUDv2_3:Ventral_auditory_area_layer_2_3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUDv4:Ventral_auditory_area_layer_4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUDv5:Ventral_auditory_area_layer_5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUDv6a:Ventral_auditory_area_layer_6a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUDv6b:Ventral_auditory_area_layer_6b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VIS:Visual_areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
VIS1:Visual_areas_layer_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
VIS2_3:Visual_areas_layer_2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
VIS4:Visual_areas_layer_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
VIS5:Visual_areas_layer_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
VIS6a:Visual_areas_layer_6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
VIS6b:Visual_areas_layer_6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
VISal:Anterolateral_visual_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
VISal1:Anterolateral_visual_area_layer_1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISal2_3:Anterolateral_visual_area_layer_2_3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISal4:Anterolateral_visual_area_layer_4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISal5:Anterolateral_visual_area_layer_5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISal6a:Anterolateral_visual_area_layer_6a,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISal6b:Anterolateral_visual_area_layer_6b,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISam:Anteromedial_visual_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
VISam1:Anteromedial_visual_area_layer_1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISam2_3:Anteromedial_visual_area_layer_2_3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISam4:Anteromedial_visual_area_layer_4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISam5:Anteromedial_visual_area_layer_5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISam6a:Anteromedial_visual_area_layer_6a,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISam6b:Anteromedial_visual_area_layer_6b,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISl:Lateral_visual_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
VISl1:Lateral_visual_area_layer_1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISl2_3:Lateral_visual_area_layer_2_3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISl4:Lateral_visual_area_layer_4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISl5:Lateral_visual_area_layer_5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISl6a:Lateral_visual_area_layer_6a,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISl6b:Lateral_visual_area_layer_6b,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISp:Primary_visual_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
VISp1:Primary_visual_area_layer_1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISp2_3:Primary_visual_area_layer_2_3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISp4:Primary_visual_area_layer_4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISp5:Primary_visual_area_layer_5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISp6a:Primary_visual_area_layer_6a,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISp6b:Primary_visual_area_layer_6b,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VISpl:Posterolateral_visual_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
VISpl1:Posterolateral_visual_area_layer_1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
