,0,FRO_Precentral,FRO_Premotor,FRO_Prefrontal,PAR,TEM_Superior,TEM_Inferior,TEM_Medial,TEM_Hippocampus,TEM_Amygdala,OCC_Lateral,OCC_Medial,INS_Anterior,INS_Posterior,OLF_Anterior,OLF_Piriform,OLF_Claustrum,CIN_Anterior,CIN_Posterior,BG_CaudoPutamen,BG_Accumbens,BG_Pallidum,BG_Substantia_Nigra,THL_Thalamus,THL_Hypothalamus,THL_Subthalamus,CBL,SUM
Isocortex_Primary_motor_area_Layer_1,0.3672843620850553,0.4672710305292628,0.03986135181975736,0.0,0.10905212638314891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009332089054792694,0.003999466737768298,0.0,0.0,0.0,0.0,0.011598453539528063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_motor_area_Layer_2_3,0.04945361729281327,0.6892797319932998,0.041158171811438146,0.0,0.20638908829863603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003589375448671931,0.00466618808327351,0.0,0.0,0.0,0.0,0.00869426497567201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_motor_area_Layer_5,0.006059917433624967,0.7126841646782562,0.07124190432905352,0.0,0.18130515471726696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022724690376093625,0.009127750634397606,0.0,0.0,0.0,0.0015528538423663979,0.01397568458129758,0.00382532287997576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_motor_area_Layer_6a,0.15704187507750816,0.4688933901037576,0.04088297300649002,0.0,0.2119796618577157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004919184820801124,0.0,0.0,0.0,0.018188582530693234,0.01732049109172833,0.08077384151130586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
Isocortex_Primary_motor_area_Layer_6b,0.2770012706480305,0.25349428208386277,0.0,0.0,0.22172808132147395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009529860228716646,0.0,0.0,0.0,0.009529860228716646,0.016518424396442185,0.2121982210927573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Secondary_motor_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_Secondary_motor_area_layer_1,0.24717313007789596,0.05796130329173298,0.6707429432950833,0.008878465533126727,0.0003350364352123293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025965323728955525,0.0,0.0,0.0,0.0,0.0036854007873356226,0.00862718820671748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Secondary_motor_area_layer_2_3,0.028205550522935025,0.1603804661121634,0.764267479206127,0.007123445606522276,0.0011529276126163222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002347031211397513,0.0,0.0,0.0,0.0,0.025487935436053693,0.011035164292184797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Secondary_motor_area_layer_5,0.00011083402604599612,0.16043225270157938,0.700831255195345,0.006456082017179274,0.0038514824050983653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022720975339429205,0.0,0.0,0.0,0.0,0.1087281795511222,0.017317816569686895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Secondary_motor_area_layer_6a,0.06747184426438363,0.2635173011262294,0.39830810783264536,0.014574733730826071,0.023034194567599246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010192121490088162,0.0,0.0,0.0,0.0,0.20409723283901543,0.02451205218366203,0.00438261224073791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
Isocortex_Secondary_motor_area_layer_6b,0.27022900763358776,0.3267175572519084,0.1083969465648855,0.00916030534351145,0.04122137404580153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17709923664122137,0.02748091603053435,0.03969465648854962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
Isocortex_SS:Somatosensory_areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SS1:Somatosensory_areas_layer_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SS2_3:Somatosensory_areas_layer_2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SS4:Somatosensory_areas_layer_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SS5:Somatosensory_areas_layer_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SS6a:Somatosensory_areas_layer_6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SS6b:Somatosensory_areas_layer_6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SSp:Primary_somatosensory_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SSp1:Primary_somatosensory_area_layer_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SSp2_3:Primary_somatosensory_area_layer_2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SSp4:Primary_somatosensory_area_layer_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SSp5:Primary_somatosensory_area_layer_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SSp6a:Primary_somatosensory_area_layer_6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_SSp6b:Primary_somatosensory_area_layer_6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_Primary_somatosensory_area_nose,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_Primary_somatosensory_area_nose_layer_1,0.5298013245033113,0.0,0.0,0.0,0.47019867549668876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_nose_layer_2_3,0.4427814874510707,0.0,0.0,0.0,0.5572185125489293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_nose_layer_4,0.042479243097123,0.0,0.0,0.0,0.957520756902877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_nose_layer_5,0.00101010101010101,0.0,0.0,0.0,0.998989898989899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_nose_layer_6a,0.22416125541125542,0.0,0.0,0.0,0.6655844155844156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11025432900432901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_nose_layer_6b,0.038306451612903226,0.0,0.0,0.0,0.5060483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45564516129032256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_barrel_field,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_Primary_somatosensory_area_barrel_field_layer_1,0.507991098523164,0.0,0.0,0.0,0.3619259558972284,0.0,0.0,0.0,0.0,0.0,0.09164475015172972,0.038438195427877804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_barrel_field_layer_2_3,0.36452016555972666,0.0,0.0,0.0,0.5008181730676677,0.0,0.0,0.0,0.0,0.0,0.08085475021657522,0.05380691115603042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_barrel_field_layer_4,0.035252960172228204,0.0,0.0,0.0,0.8318083961248655,0.0033189809831359884,0.0,0.0,0.0,0.0,0.08342303552206674,0.04619662719770362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_barrel_field_layer_5,0.11004784688995216,0.0,0.0,0.0,0.8065360657217658,0.004062471788390358,0.0,0.0,9.027715085311908e-05,0.0,0.03701363184977882,0.04224970659925973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_barrel_field_layer_6a,0.25045992115637317,0.0,0.0,0.0,0.5236092860271573,0.005081033727551467,0.0,0.0,0.21366622864651774,0.0,0.002803328953131844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004380201489268506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_barrel_field_layer_6b,0.04620203602192639,0.0,0.0,0.0,0.4831636648394675,0.011746280344557557,0.0,0.0,0.4361785434612373,0.0,0.007830853563038372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014878621769772905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_VISrll:Rostrolateral_lateral_visual_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_VISrll1:Rostrolateral_lateral_visual_area_layer_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_VISrll2_3:Rostrolateral_lateral_visual_area_layer_2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_VISrll4:Rostrolateral_lateral_visual_area_layer_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_VISrll5:Rostrolateral_lateral_visual_arealayer_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_VISrll6a:Rostrolateral_lateral_visual_area_layer_6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_VISrll6b:Rostrolateral_lateral_visual_area_layer_6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_Primary_somatosensory_area_lower_limb,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_Primary_somatosensory_area_lower_limb_layer_1,0.3019961365099807,0.050869285254346426,0.0,0.0,0.6078557630392788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039278815196394076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_lower_limb_layer_2_3,0.010121457489878543,0.05592105263157895,0.0,0.0,0.8704453441295547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06351214574898785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_lower_limb_layer_4,0.0,0.07225288509784245,0.0,0.0,0.8830908178625189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044656297039638734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_lower_limb_layer_5,0.0,0.0913978494623656,0.0004675081813931744,0.0,0.8151005142589995,0.0,0.0,0.0,0.0,0.0,0.0,0.0007012622720897616,0.0,0.0,0.0,0.0,0.0,0.0,0.09233286582515195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_lower_limb_layer_6a,0.29548115195504565,0.0580660266916413,0.0011706860220088973,0.0,0.5684851322875205,0.0,0.0,0.0,0.047061578084757666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02973542495902599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_lower_limb_layer_6b,0.24096385542168675,0.0,0.0,0.0,0.4506024096385542,0.0,0.0,0.0,0.30843373493975906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_Primary_somatosensory_area_mouth_layer_1,0.4964987576236729,0.0,0.0,0.0,0.5035012423763271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_mouth_layer_2_3,0.3318525519848771,0.0,0.0,0.0,0.6681474480151228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_mouth_layer_4,0.006683265627047569,0.0,0.0,0.0,0.9933167343729524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_mouth_layer_5,0.016041765543426675,0.0,0.0,0.0,0.9740863787375416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009871855719031798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_mouth_layer_6a,0.1201794979666246,0.0,0.0,0.0,0.6424765110082737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23734399102510167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_mouth_layer_6b,0.0028544243577545195,0.0,0.0,0.0,0.49096098953377737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5061845861084682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_upper_limb,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_Primary_somatosensory_area_upper_limb_layer_1,0.43321442726912407,0.0031708283789139914,0.0,0.0,0.5632183908045977,0.0,0.0,0.0,0.0,0.0,0.0,0.00039635354736424893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_upper_limb_layer_2_3,0.03660012099213551,0.0012099213551119178,0.0,0.0,0.9611312764670297,0.0,0.0,0.0,0.0,0.0,0.0,0.001058681185722928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_upper_limb_layer_4,0.0,0.0018411967779056386,0.0,0.0,0.9974683544303797,0.0,0.0,0.0,0.0,0.0,0.0,0.0006904487917146145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_upper_limb_layer_5,0.001808590806330068,0.008289374529012811,0.0,0.0,0.986887716654107,0.0,0.0,0.0,0.0,0.0,0.0,0.003014318010550113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_upper_limb_layer_6a,0.24887098742829245,0.006835103136824118,0.0,0.0,0.7075552300744538,0.0,0.0,0.0,0.02965946539729037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007079213963139265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_upper_limb_layer_6b,0.2815533980582524,0.0,0.0,0.0,0.5048543689320388,0.0,0.0,0.0,0.13915857605177995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0744336569579288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_trunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_Primary_somatosensory_area_trunk_layer_1,0.4387646432374867,0.0,0.0,0.0,0.07880724174653887,0.0,0.0,0.0,0.0,0.0,0.0,0.30244941427050054,0.0,0.0,0.0,0.0,0.0,0.0,0.1799787007454739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_trunk_layer_2_3,0.08011159824631327,0.0,0.0,0.0,0.34834595456357115,0.0,0.0,0.0,0.0,0.0,0.0007971303308090873,0.3427660422479075,0.0,0.0,0.0,0.0,0.0,0.0,0.22797927461139897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_trunk_layer_4,0.0,0.0,0.0,0.0,0.4507168458781362,0.0,0.0,0.0,0.0,0.0,0.0,0.3951612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.15412186379928317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_trunk_layer_5,0.01761102603369066,0.0,0.0,0.0,0.42879019908116384,0.0,0.0,0.0,0.0,0.0,0.0038284839203675345,0.27679938744257276,0.0,0.0,0.0,0.0,0.0,0.0,0.2729709035222052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_trunk_layer_6a,0.31126534970635344,0.0,0.0,0.0,0.402562733582488,0.0,0.0,0.0,0.05232247730912974,0.0,0.004271222637479978,0.09076348104644955,0.0,0.0,0.0,0.0,0.0,0.0,0.1388147357180993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_trunk_layer_6b,0.32421875,0.0,0.0,0.0,0.3828125,0.0,0.0,0.0,0.20703125,0.0,0.0,0.078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_Primary_somatosensory_area_unassigned_layer_1,0.535675082327113,0.0,0.0,0.0,0.45554335894621295,0.0,0.0,0.0,0.0,0.0,0.0,0.008781558726673985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_unassigned_layer_2_3,0.07909379968203498,0.0,0.0,0.0,0.9062003179650239,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_unassigned_layer_4,0.0,0.0,0.0,0.0,0.9893767705382436,0.0,0.0,0.0,0.0,0.0,0.0,0.010623229461756374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_unassigned_layer_5,0.008032128514056224,0.0,0.0,0.0,0.9794734493529674,0.0,0.0,0.0,0.0,0.0,0.0,0.01249442213297635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_unassigned_layer_6a,0.27739463601532566,0.0,0.0,0.0,0.6498084291187739,0.0,0.0,0.0,0.07088122605363985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019157088122605363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Primary_somatosensory_area_unassigned_layer_6b,0.25,0.0,0.0,0.0,0.5043859649122807,0.0,0.0,0.0,0.2236842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021929824561403508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Supplemental_somatosensory_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_Supplemental_somatosensory_area_layer_1,0.5131724246726613,0.0,0.0,0.0,0.3696166587789872,0.07556396908029658,0.0,0.0,0.0,0.0,0.028711153178734815,0.0,0.0,0.012935794289320082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Supplemental_somatosensory_area_layer_2_3,0.5230280981500116,0.0,0.0,0.0,0.36550816626673893,0.0752380215186934,0.0,0.0,0.0,0.0,0.02461490827463426,0.0,0.0,0.01161080578992182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Supplemental_somatosensory_area_layer_4,0.24885666480758506,0.0,0.0,0.0,0.6060234244283325,0.10317902955939766,0.0,0.0,0.0,0.0,0.030340211935303958,0.0,0.0,0.011600669269380927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Supplemental_somatosensory_area_layer_5,0.14120845586195416,0.0,0.0,0.0,0.7034899850191422,0.10186983299117794,0.0,0.0,0.0016090550962658825,0.0,0.006047827775620041,0.0,0.0,0.017477667424957,0.0,0.0,0.0,0.0,0.0,0.02829717583088276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Supplemental_somatosensory_area_layer_6a,0.11203607353451266,0.0,0.0,0.0,0.42987628627587005,0.05752110070528385,0.0,0.0,0.062145912822291594,0.0,0.0,0.0,0.0,0.009423054688403284,0.0,0.0,0.0,0.0,0.0,0.32899757197363855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Supplemental_somatosensory_area_layer_6b,0.05293440736478711,0.0,0.0,0.0,0.3952819332566168,0.08630609896432681,0.0,0.0,0.1237054085155351,0.0,0.0,0.0,0.0,0.01668584579976985,0.0,0.0,0.0,0.0,0.0,0.32508630609896433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Gustatory_areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Isocortex_Gustatory_areas_layer_1,0.49206349206349204,0.0,0.0,0.0,0.10378510378510379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001221001221001221,0.40293040293040294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Gustatory_areas_layer_2_3,0.49547738693467336,0.0,0.0,0.0,0.13517587939698492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3693467336683417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Gustatory_areas_layer_4,0.26545842217484006,0.0,0.0,0.0,0.2420042643923241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
Isocortex_Gustatory_areas_layer_5,0.08650681711330513,0.0,0.0,0.0,0.12129760225669958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5977903149976492,0.0,0.0,0.0011753643629525152,0.0,0.0,0.19322990126939352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Gustatory_areas_layer_6a,0.0,0.0,0.0,0.0,0.056534315014462266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44517486195109124,0.0,0.0,0.0,0.0,0.0,0.4982908230344465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Isocortex_Gustatory_areas_layer_6b,0.0,0.0,0.0,0.0,0.06611570247933884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4132231404958678,0.0,0.0,0.0,0.0,0.0,0.5206611570247934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
