,0,FRO_Precentral,FRO_Premotor,FRO_Prefrontal,PAR_Postcentral,PAR_Superior,PAR_Inferior,PAR_Precuneus,TEM_Superior,TEM_Inferior,TEM_Medial,TEM_Hippocampus,TEM_Amygdala,OCC_Lateral,OCC_Medial,INS_Anterior,INS_Posterior,OLF_Anterior,OLF_Piriform,OLF_Claustrum,CIN_Anterior,CIN_Posterior,BG_Caudate,BG_Putamen,BG_Accumbens,BG_Pallidum,BG_Substantia_Nigra,THL_Thalamus,THL_Hypothalamus,THL_Subthalamus,Cerebellum,Brainstem,SUM
VAMC:ventral_anterior_thalamic_nucleus_magnocellular_part,0.10204081632653061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8979591836734694,0.0,0.0,0.0,0.0,1.0
VAM:ventral_anterior_thalamic_nucleus_medial_part,0.035398230088495575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9435840707964602,0.008849557522123894,0.0,0.0,0.012168141592920354,1.0
VLL:ventral_lateral_thalamic_nucleus_lateral_part,0.001834862385321101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9908256880733946,0.0,0.0,0.0,0.007339449541284404,1.0
VLM:ventral_lateral_thalamic_nucleus_medial_part,0.0292772186642269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.969807868252516,0.0,0.0,0.0,0.0009149130832570906,1.0
VPL:ventral_posterolateral_thalamic_nucleus,0.10282074613284804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.040036396724294813,1.0
VPM:ventral_posteromedial_thalamic_nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.861244019138756,0.0,0.0,0.0,0.13875598086124402,1.0
Hy:hypothalamus,0.1077943615257048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008291873963515755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026865671641791045,0.0,0.025538971807628524,0.675290215588723,0.0,0.0,0.1562189054726368,1.0
BST:bed_nucleus_of_the_stria_terminalis_central_division,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02736842105263158,0.0,0.18947368421052632,0.12421052631578948,0.0,0.0,0.0,1.0
EGP:external_globus_pallidus,0.14909847434119278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020804438280166435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14147018030513175,0.0,0.6896671289875174,0.0,0.016296809986130374,0.0013869625520110957,0.0,0.0,0.0,1.0
IGP:internal_globus_pallidus,0.18256475047378395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006317119393556538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006317119393556538,0.0,0.6948831332912192,0.0,0.0006317119393556538,0.043588123815540114,0.0018951358180669614,0.0,0.06948831332912192,1.0
VP:ventral_pallidum,0.17439293598233996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0684326710816777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002207505518763797,0.6225165562913907,0.0,0.0,0.13245033112582782,0.0,0.0,0.0,1.0
AcbC:accumbens_nucleus_core,0.16108452950558214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004784688995215311,0.10047846889952153,0.5996810207336523,0.11642743221690591,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AcbSh:accumbens_nucleus_shell,0.2822719449225473,0.0,0.0,0.010327022375215147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06540447504302926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008605851979345954,0.04647160068846816,0.5180722891566265,0.06884681583476764,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998
Acb:accumbens_nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B:basal_nucleus_(Meynert),0.09927360774818401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5520581113801453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002421307506053269,0.053268765133171914,0.0,0.14527845036319612,0.0,0.012106537530266344,0.13559322033898305,0.0,0.0,0.0,1.0
HDB:nucleus_of_the_horizontal_limb_of_the_diagonal_band,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SI:substantia_innominata,0.18672199170124482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7261410788381742,0.0,0.0,0.0,0.0,0.0,0.008298755186721992,0.05394190871369295,0.0,0.0,0.0,0.004149377593360996,0.0,0.008298755186721992,0.0,0.0,0.012448132780082987,0.0,0.0,0.0,0.9999999999999999
Cd:caudate_nucleus,0.2108069034065239,0.0,0.0,0.001265022137887413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01680672268907563,0.011475557965121532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7305502846299811,0.009939459654829674,0.008041926447998555,0.0,0.0,0.011114123068582272,0.0,0.0,0.0,0.0,1.0
Tu:olfactory_tubercle,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023076923076923078,0.0,0.0,0.0,0.0,0.23076923076923078,0.34615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Pu:putamen,0.14305195690713216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.818491749624983e-05,0.0,0.0,0.007432156007091232,0.0,0.0,0.0,0.0,0.0,0.0005454793399699986,0.025501159143597435,0.0,0.0,0.003613800627301241,0.7530342288285831,0.006886676667121233,0.05447974907950361,0.0,0.005386608482203736,0.0,0.0,0.0,0.0,1.0
AHi:amygdalohippocampal_area,0.3465346534653465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39603960396039606,0.19801980198019803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0594059405940594,1.0
AA:anterior_amygdaloid_area,0.15206185567010308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6829896907216495,0.0,0.0,0.0,0.0,0.0,0.0,0.15721649484536082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007731958762886598,0.0,0.0,0.0,1.0
BSTIA:bed_nucleus_of_the_stria_terminalis_intraamygdaloid_division,0.4098360655737705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2459016393442623,0.04918032786885246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2786885245901639,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CeL:central_amygdaloid_nucleus_lateral_division,0.17117117117117117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5135135135135135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24324324324324326,0.07207207207207207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cem:central_amygdaloid_nucleus_medial_division,0.23880597014925373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5895522388059702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08208955223880597,0.08955223880597014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Se:septum,0.7003194888178914,0.0,0.0,0.0012779552715654952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08817891373801917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07731629392971245,0.0,0.011501597444089457,0.0134185303514377,0.0,0.0,0.10798722044728434,0.0,0.0,0.0,1.0
DEn:dorsal_endopiriform_nucleus,0.36619718309859156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352112676056338,0.0,0.0,0.0,0.0,0.0,0.0,0.28169014084507044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AHiMC:amygdalohippocampal_area_magnocellular_part,0.09219858156028368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20212765957446807,0.7056737588652482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AHiPC:amygdalohippocampal_area_parvicellular_part,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
APir:amygdalopiriform_transition_area,0.1527777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10833333333333334,0.019444444444444445,0.675,0.0,0.0,0.0,0.0,0.0,0.002777777777777778,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AO:anterior_olfactory_nucleus,0.25316455696202533,0.0,0.0,0.1518987341772152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3670886075949367,0.08860759493670886,0.0,0.0,0.0,0.0,0.0,0.13924050632911392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BL:basolateral_amygdaloid_nucleus,0.12716763005780346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8670520231213873,0.0,0.0,0.0,0.0,0.0,0.0,0.005780346820809248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BLD:basolateral_amygdaloid_nucleus_dorsal_part,0.05844155844155844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.6948051948051948,0.0,0.0,0.0,0.0,0.0,0.0,0.006493506493506494,0.0,0.0,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BLI:basolateral_amygdaloid_nucleus_intermediate_part,0.006920415224913495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.8754325259515571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BLV:basolateral_amygdaloid_nucleus_ventral_part,0.008849557522123894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9911504424778761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BLVL:basolateral_amygdaloid_nucleus_ventrolateral_part,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15492957746478872,0.8309859154929577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BLVM:basolateral_amygdaloid_nucleus_ventromedial_part,0.022535211267605635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04788732394366197,0.19718309859154928,0.7323943661971831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BM:basomedial_amygdaloid_nucleus,0.009389671361502348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057902973395931145,0.9029733959311425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0297339593114241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
La:lateral_amygdaloid_nucleus,0.20502901353965183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16247582205029013,0.5087040618955513,0.0,0.0,0.0,0.0,0.0,0.0,0.04061895551257253,0.0,0.0,0.08317214700193423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Me:medial_amygdaloid_nucleus,0.2731707317073171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7073170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01951219512195122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PaL:paralaminar_amygdaloid_nucleus,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07777777777777778,0.044444444444444446,0.7444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Pir:piriform_cortex,0.14768883878241262,0.0,0.0,0.0011273957158962795,0.0,0.0,0.0,0.0,0.09582863585118377,0.0,0.007891770011273957,0.0,0.10710259301014656,0.0,0.0,0.033821871476888386,0.0,0.0,0.3641488162344983,0.14317925591882752,0.0,0.0,0.0,0.09695603156708005,0.002254791431792559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
